Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
2;N González-Pampillón, G Nunez-Chaim, K Ziegler;recovering from the first covid-19 lockdown economic impacts of the uks eat out to help out scheme;2021;;cep.lse.ac.uk;https://cep.lse.ac.uk/pubs/download/cepcovid-19-018.pdf;https://scholar.google.com/scholar?cites=7249079174516933084&as_sdt=2005&sciodt=2007&hl=en;27;16.12.2021 01:42;BOOK;;;;;;;;2;200;1;3;1;Summary? The hospitality sector was particularly hard-hit by restrictions introduced to stop the spread of COVID-19. The Eat Out to Help Out (EOTHO) scheme–implemented in August 2020 after the 1st national lockdown had ended–aimed to boost demand and protect jobs in …;https://cep.lse.ac.uk/pubs/download/cepcovid-19-018.pdf;https://scholar.google.com/scholar?q=related:3IHDGRrnmWQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;B Nayak, SS Bhattacharyya, S Goswami, ...;adoption of online education channel during the covid-19 pandemic and associated economic lockdown an empirical study from push–pull-mooring ;2021;Journal of Computers in …;Springer;https://link.springer.com/article/10.1007/s40692-021-00193-w;https://scholar.google.com/scholar?cites=8771848398534395829&as_sdt=2005&sciodt=2007&hl=en;29;16.12.2021 01:42;HTML;10.1007/s40692-021-00193-w;;;;;;;2;200;1;4;1;The purpose of the research was to study how the onset of COVID-19 pandemic fuelled shift towards digitalization in the education ecosystem. The study consisted of responses from 316 engineering students collected during the COVID-19 pandemic physical lockdown in …;https://link.springer.com/article/10.1007/s40692-021-00193-w;https://scholar.google.com/scholar?q=related:tcc4qqTdu3kJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;M Rahaman, R Khatun;socio-economic profile challenges and emergency assistance during the covid-19 lockdown a case study on household industry workers in murshidabad ;2021;IMCC Journal of Science;myjournal.imcc.edu.ph;https://myjournal.imcc.edu.ph/publication/volume-1-issue-1-2021/household-industry-workers-in-india-covid19-lockdown/;https://scholar.google.com/scholar?cites=17102884214620419763&as_sdt=2005&sciodt=2007&hl=en;44;16.12.2021 01:42;;;;;;;;;2;200;1;2;1;COVID-19 lockdown causes severe socio-economic vulnerability among the household industry workers (HIWs) in India. In this study, the socio-economic profile, challenges, and emergency assistance received by these workers during the COVID-19 lockdown were …;https://myjournal.imcc.edu.ph/wp-content/uploads/2021/05/IJS2021_020_Household-Industry-Workers-in-India.pdf;https://scholar.google.com/scholar?q=related:s_YVB5SmWe0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;YT Chen, YF Yen, SH Yu, E Chia-Yu Su;a flexible lockdown by integrating public health and economic reactivation to response the crisis of covid-19 responses to comments by alvaro j idrovo on an ;2020;International journal of …;mdpi.com;https://www.mdpi.com/877606;https://scholar.google.com/scholar?cites=14279496721344748837&as_sdt=2005&sciodt=2007&hl=en;35;16.12.2021 01:42;;;;;;;;;2;200;1;4;1;We greatly appreciate Idrovo's comments on our research and wish to specifically respond to his comments. Idrovo indicates that rapid increases in the number of confirmed cases in the past few weeks were observed in Latin America, where some countries had …;https://www.mdpi.com/1660-4601/17/21/8068/htm;https://scholar.google.com/scholar?q=related:Jd0br5z2KsYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;R Fitriyah, S Melinda;to lockdown or to not lockdown economic and human life dilemma in covid-19 pandemic;2020;Agregat: Jurnal Ekonomi dan Bisnis;journal.uhamka.ac.id;https://journal.uhamka.ac.id/index.php/agregat/article/view/6210;https://scholar.google.com/scholar?cites=14349081019596831399&as_sdt=2005&sciodt=2007&hl=en;56;16.12.2021 01:42;;;;;;;;;2;200;1;2;1;Covid-19 pandemic has been a concern all over the world, including Indonesia. Various parties have been pressing government to do the total lockdown, as they see total lockdown is very crucial to save the citizens' lives. Indonesia Government firmly opposed this …;https://journal.uhamka.ac.id/index.php/agregat/article/download/6210/2148;https://scholar.google.com/scholar?q=related:p3peoiktIscJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;E Alvarez Fernando, A David, L Francesco;a simple planning problem for covid-19 lockdown national bureau of economic research;2020;;WP;;https://scholar.google.com/scholar?cites=3171625168466141728&as_sdt=2005&sciodt=2007&hl=en;109;16.12.2021 01:42;CITATION;;;;;;;;2;200;1;3;1;;;https://scholar.google.com/scholar?q=related:IOIcZ0ngAywJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;FE Alvarez, D Argente, F Lippi;a simple planning problem for covid-19 lockdown national bureau of economic research working paper 26981;2020;;;;https://scholar.google.com/scholar?cites=14014651802521253990&as_sdt=2005&sciodt=2007&hl=en;110;16.12.2021 01:42;CITATION;;;;;;;;2;200;1;3;1;;;https://scholar.google.com/scholar?q=related:ZjgRxI8LfsIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;? Principato, L Secondi, C Cicatiello, M Giovanni;caring more about food the unexpected positive effect of the covid-19 lockdown on household food management and waste socio-economic ;2020;Article;;;https://scholar.google.com/scholar?cites=5575526867960221093&as_sdt=2005&sciodt=2007&hl=en;112;16.12.2021 01:42;CITATION;;;;;;;;2;200;1;4;1;;;
2;V Rawal, M Kumar, A Verma, J Pais;covid-19 lockdown impact on agriculture and the rural economy society for social and economic research working paper no s3/209;2020;;;;https://scholar.google.com/scholar?cites=314037193308088448&as_sdt=2005&sciodt=2007&hl=en;113;16.12.2021 01:42;CITATION;;;;;;;;2;200;1;4;1;;;https://scholar.google.com/scholar?q=related:gKhj2SmvWwQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;A Ismail;russias economic outlook following the covid-19 coronavirus lockdown and the fall in oil prices;2020;May, Russia's Economic;;;https://scholar.google.com/scholar?cites=10896053517130626500&as_sdt=2005&sciodt=2007&hl=en;117;16.12.2021 01:42;CITATION;;;;;;;;2;200;2;1;1;;;https://scholar.google.com/scholar?q=related:xHU3rvGONpcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;R Subramanya;covid-19 total lockdown an economic and humanitarian disaster;2020;India Matters;;;https://scholar.google.com/scholar?cites=7089276570105367531&as_sdt=2005&sciodt=2007&hl=en;119;16.12.2021 01:42;CITATION;;;;;;;;2;200;2;1;1;;;https://scholar.google.com/scholar?q=related:60uh23orYmIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;CK Abraham, S Emmanuel;economic impact of covid-19 and lockdown on middle income agriculturists;2020;Purakala UGC Care Journal;;;https://scholar.google.com/scholar?cites=8609671722626590368&as_sdt=2005&sciodt=2007&hl=en;120;16.12.2021 01:42;CITATION;;;;;;;;2;200;1;2;1;;;https://scholar.google.com/scholar?q=related:oCbi09Cye3cJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;O Karin, YM Bar-On, T Milo, I Katzir, A Mayo, ...;adaptive cyclic exit strategies from lockdown to suppress covid-19 and allow economic activity medrxiv;2020;;Cold Spring Harbor Laboratory …;;https://scholar.google.com/scholar?cites=15691297167792269866&as_sdt=2005&sciodt=2007&hl=en;121;16.12.2021 01:42;CITATION;;;;;;;;2;200;0;6;1;;;https://scholar.google.com/scholar?q=related:KupZV6OvwtkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;A Bhuiyan, N Sakib, AH Pakpour;gri ths md  mamun ma 2020 covid-19-related suicides in bangladesh due to lockdown and economic factors case study evidence from media ;;International Journal of Mental Health and Addiction …;;;https://scholar.google.com/scholar?cites=15962561676634707686&as_sdt=2005&sciodt=2007&hl=en;118;16.12.2021 01:42;CITATION;;;;;;;;2;0;1;3;;;;https://scholar.google.com/scholar?q=related:5lYTiUVpht0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;O Karin, YM Bar-On, T Milo, I Katzir, A Mayo, Y Korem;cyclic exit strategies from lockdown to supress covid-19 and allow economic activity medrxiv 2020;;;;;https://scholar.google.com/scholar?cites=17261371203690785474&as_sdt=2005&sciodt=2007&hl=en;122;16.12.2021 01:42;CITATION;;;;;;;;2;0;0;6;;;;https://scholar.google.com/scholar?q=related:wmoltKe1jO8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
2;MA Malek, T Sonobe, HT Truong;changes in the rural economy in bangladesh under covid-19 lockdown measures evidence from a phone survey of mahbub hossain sample households;2021;;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3912353;https://scholar.google.com/scholar?cites=4438589176686265873&as_sdt=2005&sciodt=2007&hl=en;15;16.12.2021 01:40;;;;;;;;;2;200;1;3;1;We offer a comprehensive picture of the rural economy in Bangladesh during the first three months of the lockdown period in comparison with the pre-COVID-19 situation. Using a nationally representative sample (of 2,312 rural households from 62 villages in 56 districts) …;https://www.adb.org/sites/default/files/publication/689246/adbi-wp1235.pdf;https://scholar.google.com/scholar?q=related:EUZH7FYJmT0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
2;H Ahamed, KT Hasan, MT Islam, ...;lockdown policy dilemma covid-19 pandemic versus economy and mental health;2020;Journal of Biomedical …;jbiomedanalytics.org;https://jbiomedanalytics.org/index.php/biomed/article/view/60;https://scholar.google.com/scholar?cites=2908132243883526315&as_sdt=2005&sciodt=2007&hl=en;12;16.12.2021 01:40;;;;;;;;;2;200;1;4;1;Lockdown is considered to be the best of policies around the world to fight the deadly virus of COVID-19 which decimated hundreds of people in the last six months. However, this is not a cost-free measure. Billions of dollars worth of economic activities halted hinging upon …;https://jbiomedanalytics.org/index.php/biomed/article/download/60/29;https://scholar.google.com/scholar?q=related:q4iJLN7CWygJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
2;KK Mandal, S Alam, A Ranjan, ...;a review of indias response to covid-19 outbreak and the impact of lockdown on the indian economy;2020;Journal of Critical …;Innovare Academics Sciences;;https://scholar.google.com/scholar?cites=8533216595165146793&as_sdt=2005&sciodt=2007&hl=en;28;16.12.2021 01:40;CITATION;;;;;;;;2;200;1;4;1;;https://www.researchgate.net/profile/Kajal-Mandal/publication/342480577_A_Review_of_India's_Response_to_COVID-19_Outbreak_and_the_Impact_of_Lockdown_on_the_Indian_Economy/links/5f03e955299bf1881607d101/A-Review-of-Indias-Response-to-COVID-19-Outbreak-and-the-Impact-of-Lockdown-on-the-Indian-Economy.pdf;https://scholar.google.com/scholar?q=related:qW5JSkgTbHYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
2;T Kanitkar;the covid-19 lockdown in india impacts on the economy and the power sector glob transitions 2 150–156 2020;2020;;;;https://scholar.google.com/scholar?cites=3486879035194734567&as_sdt=2005&sciodt=2007&hl=en;63;16.12.2021 01:40;CITATION;;;;;;;;2;200;2;1;1;;;
2;VK Rawal;m verma a and pais j2020 covid–19 lockdown impact on agriculture and rural economy;;Society for Social and Economic Research;;;https://scholar.google.com/scholar?cites=3720857293353755547&as_sdt=2005&sciodt=2007&hl=en;64;16.12.2021 01:40;CITATION;;;;;;;;2;0;2;1;;;;
2;LE Okafor, U Khalid, K Burzynska;does the level of a countrys resilience moderate the link between the tourism industry and the economic policy response to the covid-19 pandemic;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.1956441;https://scholar.google.com/scholar?cites=15634936002058013965&as_sdt=2005&sciodt=2007&hl=en;5;16.12.2021 01:42;;10.1080/13683500.2021.1956441;;;;;;;2;200;1;3;1;This study examines whether the level of a country's resilience to shocks moderates the link between the size of the tourism industry and the economic policy response to the COVID-19 pandemic using data from 113 countries. The findings suggest that countries with large …;https://www.researchgate.net/profile/Usman-Khalid-15/publication/353385334_Does_the_level_of_a_country's_resilience_moderate_the_link_between_the_tourism_industry_and_the_economic_policy_response_to_the_COVID-19_pandemic/links/6112bec21e95fe241ac2690f/Does-the-level-of-a-countrys-resilience-moderate-the-link-between-the-tourism-industry-and-the-economic-policy-response-to-the-COVID-19-pandemic.pdf;
2;FM Laeeq Razzak Janjua, P Sukjai, ...;impact of covid-19 pandemic on logistics performance economic growth and tourism industry of thailand an empirical forecasting using arima;2021;Brazilian Journal of …;scholar.archive.org;https://scholar.archive.org/work/eacbpc4dd5depa6o75q2nwyvny/access/wayback/https://bjopm.emnuvens.com.br/bjopm/article/download/999/972;https://scholar.google.com/scholar?cites=3068318376357017907&as_sdt=2005&sciodt=2007&hl=en;15;16.12.2021 01:42;PDF;;;;;;;;2;200;1;3;1;Goal: The tourism sector always plays a vital role among other sectors, which contributes heavily to Thailand's GDP. Due to the recent Pandemic crises, the tourism industry worldwide faces a decline. The aim of writing this paper is to forecast, tourist inflow for …;https://scholar.archive.org/work/eacbpc4dd5depa6o75q2nwyvny/access/wayback/https://bjopm.emnuvens.com.br/bjopm/article/download/999/972;
2;MD YANUAR;the risk of mainstreaming economic growth and tourism on preventing covid-19 in indonesia;2021;Sociology & Technoscience/Sociología y …;search.ebscohost.com;http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=19898487&AN=152964756&h=OCcwsU62LaMylNw%2BsEVnxeAwHjqME5jWUDf3wJ9ul7H0x7st%2FYqbEhJfABpTPaZa7XQbtLCWemKueQFkc6Yjng%3D%3D&crl=c;https://scholar.google.com/scholar?cites=2380676385843700055&as_sdt=2005&sciodt=2007&hl=en;17;16.12.2021 01:42;;;;;;;;;2;200;2;1;1;English The outbreak of Covid-19 has put serious pressure on the management of international tourism problems and Indonesia, being a tourist attraction, is not an exception. In this wake, the main purpose of this study was to analyze the dilemma of Indonesia's …;;
2;F Magno, F Cassia;firms responses to the covid-19 crisis in the tourism industry effects on customer loyalty and economic performance;2021;Anatolia;Taylor & Francis;https://www.tandfonline.com/doi/full/10.1080/13032917.2021.1916551;https://scholar.google.com/scholar?cites=9587443235298570400&as_sdt=2005&sciodt=2007&hl=en;23;16.12.2021 01:42;;10.1080/13032917.2021.1916551;;;;;;;2;200;1;2;1;Results Descriptive statistics indicate that organizational changes were the most popular responses adopted by the sample firms to cope with the COVID-19 crisis, followed by cost-cutting measures and marketing interventions. Moreover, the 2020 performance was …;;https://scholar.google.com/scholar?q=related:oHAxeNNwDYUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
2;F Kurnianingsih, I Zulkarnain, M Mahadiansar;how socio-economic impact tourism development in pandemic covid-19 study of bintan regency indonesia;2021;International Journal of …;ijssr.net;http://ijssr.net/index.php/ijssr/article/view/46;https://scholar.google.com/scholar?cites=18390393220570225252&as_sdt=2005&sciodt=2007&hl=en;44;16.12.2021 01:42;;;;;;;;;2;200;1;3;1;The socio-economic impact is part of the benchmark for measuring the success of regional development in various sectors, especially tourism in Indonesia. During the Covid 19 pandemic, the tourism sector in Bintan Regency has decreased so that it has an impact on …;http://ijssr.net/index.php/ijssr/article/download/46/31;https://scholar.google.com/scholar?q=related:ZBrXlzLNN_8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
2;EG Leonidova;tourism in russia under covid-19 assessing the economic effect of stimulating demand for the country and regions;2021;Economic and Social Changes: Facts, Trends, Forecast;;;https://scholar.google.com/scholar?cites=5728594736284762701&as_sdt=2005&sciodt=2007&hl=en;82;16.12.2021 01:42;CITATION;;;;;;;;2;200;2;1;1;;;
